ClutserID	Streptococcus_pneumoniae_CGSP14	Streptococcus_pneumoniae_G54	Streptococcus_pneumoniae_R6	Streptococcus_pneumoniae_Hungary19A-6	Streptococcus_pneumoniae_P1031	Streptococcus_pneumoniae_TCH8431-19A
1917	-	-	-	ACA37571.1	-	ADI68519.1,ADI68714.1
1918	-	-	-	ACA36473.1	-	ADI68730.1,ADI68486.1
1919	-	-	-	ACA36344.1	ACO21639.1	ADI70087.1
1920	-	ACF56056.1	-	ACA35651.1	ACO21195.1	-
1921	-	-	-	ACA36272.1,ACA36959.1	ACO20561.1	-
1922	-	-	-	ACA37331.1	ACO21350.1	ADI69436.1
1923	-	-	-	ACA37579.1	ACO21519.1	ADI70083.1
1924	-	-	-	ACA35669.1	ACO21687.1	ADI70086.1
1925	-	-	-	ACA35875.1	-	ADI68722.1,ADI68496.1
1926	-	-	-	ACA35878.1	-	ADI68728.1,ADI68491.1
1927	-	-	-	ACA37283.1	-	ADI68725.1,ADI68494.1
1928	ACB89832.1	-	-	-	-	ADI69137.1
1929	ACB89569.1	-	AAK99085.1	-	-	-
1930	ACB90793.1	ACF55329.1	-	-	-	-
1931	ACB89888.1	-	AAK99400.1	-	-	-
1932	ACB89635.1	-	-	-	-	ADI68914.1
1933	ACB90049.1	-	-	-	-	ADI69866.1
1934	ACB91128.1	-	AAL00520.1	-	-	-
1935	ACB90543.1	-	-	ACA36234.1	-	-
1936	ACB89900.1	-	AAK99411.1	-	-	-
1937	ACB91379.1	ACF55397.1	-	-	-	-
1938	ACB89568.1	-	AAK99084.1	-	-	-
1939	ACB90989.1	-	-	ACA37342.1	-	-
1940	ACB89565.1	-	AAK99081.1	-	-	-
1941	ACB90233.1	-	-	ACA36417.1	-	-
1942	ACB90088.1	-	AAK99595.1	-	-	-
1943	ACB89903.1	-	AAK99415.1	-	-	-
1944	ACB90905.1	-	-	-	-	ADI70151.1
1945	ACB89507.1	ACF55041.1	-	-	-	-
1946	ACB91026.1	-	-	-	-	ADI70252.1
1947	ACB89375.1	-	AAK98928.1	-	-	-
1948	ACB90662.1	-	-	-	ACO20783.1	-
1949	ACB90525.1	-	-	-	-	ADI69425.1
1950	ACB91037.1	-	-	ACA35728.1	-	-
1951	ACB90546.1	-	-	ACA36456.1	-	-
1952	ACB91386.1	ACF55321.1	-	-	-	-
1953	ACB89563.1	-	AAK99079.1	-	-	-
1954	ACB91380.1	ACF55203.1	-	-	-	-
1955	ACB90128.1	-	AAK99604.1	-	-	-
1956	ACB90663.1	ACF56431.1	-	-	-	-
1957	ACB89759.1	ACF55518.1	-	-	-	-
1958	ACB90846.1	-	-	-	ACO21040.1	-
1959	ACB90991.1	-	-	ACA36131.1	-	-
1960	ACB91013.1	-	-	-	-	ADI70239.1
1961	ACB89567.1	-	AAK99083.1	-	-	-
1962	ACB89650.1	-	AAK99164.1	-	-	-
1963	ACB90520.1	-	AAK99982.1	-	-	-
1964	ACB91014.1	-	-	-	-	ADI70240.1
1965	ACB90609.1	-	-	-	-	ADI69409.1
1966	ACB89566.1	-	AAK99082.1	-	-	-
1967	ACB91015.1	-	-	-	-	ADI70241.1
1968	ACB91038.1	-	-	ACA37243.1	-	-
1969	ACB91016.1	-	-	-	-	ADI70242.1
1970	ACB90224.1	-	AAK99705.1	-	-	-
1971	ACB91382.1	ACF56152.1	-	-	-	-
1972	ACB90259.1	-	AAK99736.1	-	-	-
1973	ACB90996.1	-	-	ACA35712.1	-	-
1974	ACB90545.1	-	-	ACA35984.1	-	-
1975	ACB89902.1	-	AAK99414.1	-	-	-
1976	ACB89426.1,ACB90581.1	-	-	-	-	-
1977	ACB90995.1	-	-	ACA37207.1	-	-
1978	ACB90679.1	-	-	-	-	ADI69340.1
1979	ACB89570.1	-	AAK99086.1	-	-	-
1980	ACB90990.1	-	-	ACA35542.1	-	-
1981	ACB90169.1	-	AAK99648.1	-	-	-
1982	ACB89904.1	-	AAK99416.1	-	-	-
1983	ACB89790.1	-	AAK99303.1	-	-	-
1984	ACB91384.1	ACF56527.1	-	-	-	-
1985	ACB90845.1	-	-	-	-	ADI70076.1
1986	ACB90984.1	-	-	ACA37211.1	-	-
1987	ACB89627.1	-	-	-	-	ADI68905.1
1988	ACB89793.1	-	AAK99307.1	-	-	-
1989	ACB90578.1	-	-	-	-	ADI70424.1
1990	ACB90993.1	-	-	ACA36319.1	-	-
1991	ACB90575.1	-	-	-	-	ADI70425.1
1992	ACB90580.1,ACB89425.1	-	-	-	-	-
1993	ACB91127.1	-	-	-	ACO20812.1	-
1994	ACB90284.1	-	AAK99758.1	-	-	-
1995	ACB91025.1	-	-	-	-	ADI70251.1
1996	ACB90554.1	-	-	-	ACO20276.1	-
1997	ACB90231.1	-	AAK99713.1	-	-	-
1998	ACB90992.1	-	-	ACA35968.1	-	-
1999	ACB89640.1	ACF55177.1	-	-	-	-
2000	ACB90994.1	-	-	ACA36830.1	-	-
2001	ACB91383.1	ACF55714.1	-	-	-	-
2002	ACB89878.1	-	AAK99391.1	-	-	-
2003	ACB91027.1	-	-	-	-	ADI70253.1
2004	ACB89262.1	-	AAK98814.1	-	-	-
2005	ACB90467.1	-	-	-	-	ADI69649.1
2006	ACB91000.1	-	-	ACA37094.1	-	-
2007	ACB90544.1	-	-	ACA36705.1	-	-
2008	ACB90987.1	-	-	ACA37157.1	-	-
2009	ACB91381.1	ACF54875.1	-	-	-	-
2010	ACB90406.1	ACF55682.1	-	-	-	-
2011	ACB90854.1	-	-	-	-	ADI70093.1
2012	ACB90986.1	-	-	ACA35633.1	-	-
2013	ACB91358.1	-	-	-	-	ADI68367.1
2014	ACB89379.1	-	-	ACA37416.1	-	-
2015	ACB89901.1	-	AAK99412.1	-	-	-
2016	ACB91003.1	-	-	ACA37379.1	-	-
2017	ACB89277.1	-	-	-	ACO20766.1	-
2018	ACB90985.1	-	-	ACA37545.1	-	-
2019	ACB89687.1	-	-	-	-	ADI68961.1
2020	ACB89331.1	-	AAK98877.1	-	-	-
2021	ACB90988.1	-	-	ACA36880.1	-	-
2022	ACB91385.1	ACF56054.1	-	-	-	-
2023	ACB90827.1	-	-	-	-	ADI70057.1
2024	ACB90279.1	-	AAK99753.1	-	-	-
2025	ACB90136.1	-	AAK99611.1	-	-	-
2026	-	ACF56267.1	-	-	-	ADI69220.1
2027	-	ACF55496.1	-	-	ACO20930.1	-
2028	-	ACF56802.1	-	-	-	ADI70368.1
2029	-	ACF56490.1	-	-	-	ADI68780.1
2030	-	ACF55939.1	-	-	-	ADI68846.1
2031	-	ACF55145.1	AAK99775.1	-	-	-
2032	-	ACF55253.1	AAL00013.1	-	-	-
2033	-	ACF56489.1	-	-	-	ADI68249.1
2034	-	ACF56779.1	-	ACA37641.1	-	-
2035	-	ACF55998.1	-	-	ACO21252.1	-
2036	-	ACF55652.1	-	-	ACO20426.1	-
2037	-	ACF56704.1	-	-	-	ADI68701.1
2038	-	ACF56634.1	-	-	ACO21106.1	-
2039	-	ACF55888.1	-	-	-	ADI70095.1
2040	-	ACF55512.1	-	ACA35516.1	-	-
2041	-	ACF56065.1	-	-	-	ADI70364.1
2042	-	ACF56551.1	-	-	-	ADI70365.1
2043	-	ACF56323.1	-	ACA36288.1	-	-
2044	-	ACF54868.1	-	-	-	ADI69027.1
2045	-	ACF56310.1	-	-	ACO21956.1	-
2046	-	ACF56011.1	-	ACA36926.1	-	-
2047	-	ACF55086.1	-	ACA35576.1	-	-
2048	-	ACF55678.1	-	ACA36219.1	-	-
2049	-	ACF55851.1	AAK99316.1	-	-	-
2050	-	ACF54851.1	-	-	ACO21463.1	-
2051	-	ACF56416.1	-	ACA36306.1	-	-
2052	-	ACF56798.1	-	-	-	ADI69080.1
2053	-	ACF55402.1	-	-	-	ADI69428.1
2054	-	ACF56453.1	AAK99764.1	-	-	-
2055	-	ACF54772.1	AAK99763.1	-	-	-
2056	-	ACF55251.1,ACF55389.1	-	-	-	-
2057	-	ACF56112.1	-	-	-	ADI69881.1
2058	-	ACF55449.1	-	-	ACO20239.1	-
2059	-	ACF55297.1	-	-	-	ADI70367.1
2060	-	ACF56724.1	-	-	-	ADI70295.1
2061	-	ACF56284.1	-	-	ACO20240.1	-
2062	-	ACF55648.1	-	-	-	ADI68327.1
2063	-	ACF56545.1	-	ACA36666.1	-	-
2064	-	ACF55337.1	-	-	ACO21290.1	-
2065	-	ACF56781.1	-	ACA36968.1	-	-
2066	-	ACF56735.1	-	-	-	ADI68434.1
2067	-	ACF55140.1	-	-	ACO20600.1	-
2068	-	-	AAL00453.1	-	-	ADI70284.1
2069	-	-	AAK99193.1	-	-	ADI68950.1
2070	-	-	AAK99997.1	-	ACO20921.1	-
2071	-	-	AAK99995.1	-	ACO21838.1	-
2072	-	-	AAL00005.1	ACA35562.1	-	-
2073	-	-	AAL00839.1	-	-	ADI68474.1
2074	-	-	AAK99122.1	-	ACO20794.1	-
2075	-	-	AAL00208.1	-	-	ADI70011.1
2076	-	-	AAK99991.1	-	ACO22164.1	-
2077	-	-	AAK98907.1	ACA35784.1	-	-
2078	-	-	AAK99297.1	-	ACO20824.1	-
2079	-	-	AAK99990.1,AAL00325.1	-	-	-
2080	-	-	AAK99743.1	ACA36003.1	-	-
2081	-	-	AAL00452.1	-	-	ADI70283.1
2082	-	-	AAK99657.1	-	-	ADI69766.1
2083	-	-	AAK99425.1	-	-	ADI69217.1
2084	-	-	AAK99274.1	-	-	ADI69066.1
2085	-	-	AAL00555.1	-	-	ADI70407.1
2086	-	-	AAL00134.1	-	ACO21972.1	-
2087	-	-	AAK99988.1	-	ACO20680.1	-
2088	-	-	AAK99028.1	-	-	ADI68786.1
2089	-	-	AAL00207.1	-	-	ADI70010.1
2090	-	-	AAL00273.1	-	-	ADI70096.1
2091	-	-	AAK99223.1	-	-	ADI68998.1
2092	-	-	AAK99993.1	-	ACO20976.1	-
2093	-	-	AAK99998.1	-	ACO20287.1	-
2094	-	-	AAL00100.1	-	ACO21637.1	-
2095	-	-	AAL00152.1	-	-	ADI69956.1
2096	-	-	AAK99992.1	-	ACO20686.1	-
2097	-	-	AAK99658.1	-	-	ADI69765.1
2098	-	-	AAK99994.1	-	ACO21715.1	-
2099	-	-	AAK98906.1	ACA36199.1	-	-
2100	-	-	AAK99837.1	-	-	ADI69582.1
2101	-	-	AAK99273.1	-	-	ADI69054.1
2102	-	-	AAK99996.1	-	ACO21149.1	-
2103	-	-	-	ACA36614.1	-	ADI68717.1
2104	-	-	-	ACA35879.1	-	ADI68719.1
2105	-	-	-	ACA37260.1	ACO20545.1	-
2106	-	-	-	ACA37215.1	ACO21954.1	-
2107	-	-	-	ACA35867.1	ACO21175.1	-
2108	-	-	-	ACA37021.1	ACO21952.1	-
2109	-	-	-	ACA36650.1,ACA37123.1	-	-
2110	-	-	-	ACA37247.1	-	ADI69026.1
2111	-	-	-	ACA35885.1	-	ADI69170.1
2112	-	-	-	ACA37289.1	ACO21525.1	-
2113	-	-	-	ACA36722.1	ACO20797.1	-
2114	-	-	-	ACA35771.1	-	ADI68989.1
2115	-	-	-	ACA37180.1	-	ADI70398.1
2116	-	-	-	ACA36423.1	ACO20598.1	-
2117	-	-	-	ACA37388.1	-	ADI68726.1
2118	-	-	-	ACA36075.1,ACA36313.1	-	-
2119	-	-	-	ACA36967.1	-	ADI68727.1
2120	-	-	-	ACA37115.1	ACO20880.1	-
2121	-	-	-	ACA35549.1	-	ADI68716.1
2122	-	-	-	ACA36324.1	ACO20587.1	-
2123	-	-	-	ACA35954.1	-	ADI69820.1
2124	-	-	-	ACA37611.1	-	ADI68992.1
2125	-	-	-	ACA37453.1	-	ADI69652.1
2126	-	-	-	ACA37546.1	-	ADI70397.1
2127	-	-	-	ACA37462.1	ACO20957.1	-
2128	-	-	-	ACA36129.1	-	ADI70426.1
2129	-	-	-	ACA36827.1	-	ADI68330.1
2130	-	-	-	ACA36620.1	ACO20593.1	-
2131	-	-	-	ACA37261.1	-	ADI70392.1
2132	-	-	-	ACA37058.1	ACO22113.1	-
2133	-	-	-	ACA36531.1	ACO22198.1	-
2134	-	-	-	ACA37524.1	ACO21200.1	-
2135	-	-	-	ACA36247.1	-	ADI68720.1
2136	-	-	-	ACA35963.1	-	ADI68715.1
2137	-	-	-	ACA35850.1	-	ADI68729.1
2138	-	-	-	ACA36105.1	ACO20479.1	-
2139	-	-	-	ACA35986.1	ACO21703.1	-
2140	-	-	-	ACA35526.1	-	ADI68681.1
2141	-	-	-	ACA37401.1	-	ADI68799.1
2142	-	-	-	ACA35814.1	-	ADI69630.1
2143	-	-	-	ACA35724.1	ACO20379.1	-
2144	-	-	-	ACA37049.1	ACO22059.1	-
2145	-	-	-	ACA36854.1	-	ADI69651.1
2146	-	-	-	ACA36064.1	-	ADI68995.1
2147	-	-	-	ACA35517.1	-	ADI68987.1
2148	-	-	-	ACA36714.1	-	ADI70446.1
2149	-	-	-	ACA36817.1	ACO20305.1	-
2150	-	-	-	ACA37052.1	ACO21840.1	-
2151	-	-	-	ACA35958.1	-	ADI68985.1
2152	-	-	-	-	ACO21488.1	ADI68675.1
2153	-	-	-	-	ACO21173.1	ADI68919.1
2154	-	-	-	-	ACO22191.1	ADI70055.1
2155	-	-	-	-	ACO21276.1	ADI70349.1
2156	-	-	-	-	ACO21578.1	ADI69959.1
2157	-	-	-	-	ACO21664.1	ADI69039.1
2158	-	-	-	-	ACO21808.1	ADI68650.1
2159	-	-	-	-	ACO21555.1	ADI69952.1
2160	-	-	-	-	ACO21142.1	ADI68978.1
2161	-	-	-	-	ACO21379.1	ADI68956.1
2162	-	-	-	-	ACO20889.1	ADI70440.1
2163	-	-	-	-	ACO20733.1	ADI68422.1
2164	-	-	-	-	-	ADI68426.1,ADI69330.1
2165	-	-	-	-	-	ADI69696.1,ADI69697.1
2166	-	-	-	-	ACO20754.1	ADI68532.1
2167	ACB90073.1	-	-	-	-	-
2168	ACB91001.1	-	-	-	-	-
2169	ACB90961.1	-	-	-	-	-
2170	ACB91252.1	-	-	-	-	-
2171	ACB89940.1	-	-	-	-	-
2172	ACB90998.1	-	-	-	-	-
2173	ACB90724.1	-	-	-	-	-
2174	ACB89608.1	-	-	-	-	-
2175	ACB90538.1	-	-	-	-	-
2176	ACB89399.1	-	-	-	-	-
2177	ACB89267.1	-	-	-	-	-
2178	ACB90074.1	-	-	-	-	-
2179	ACB89398.1	-	-	-	-	-
2180	ACB90902.1	-	-	-	-	-
2181	ACB90478.1	-	-	-	-	-
2182	ACB89863.1	-	-	-	-	-
2183	ACB90510.1	-	-	-	-	-
2184	ACB90019.1	-	-	-	-	-
2185	ACB89785.1	-	-	-	-	-
2186	ACB89447.1	-	-	-	-	-
2187	ACB90631.1	-	-	-	-	-
2188	ACB89432.1	-	-	-	-	-
2189	ACB89711.1	-	-	-	-	-
2190	ACB90838.1	-	-	-	-	-
2191	ACB89872.1	-	-	-	-	-
2192	ACB89938.1	-	-	-	-	-
2193	ACB90240.1	-	-	-	-	-
2194	ACB90664.1	-	-	-	-	-
2195	ACB90997.1	-	-	-	-	-
2196	ACB89899.1	-	-	-	-	-
2197	ACB91227.1	-	-	-	-	-
2198	ACB89606.1	-	-	-	-	-
2199	ACB89603.1	-	-	-	-	-
2200	ACB90577.1	-	-	-	-	-
2201	ACB90288.1	-	-	-	-	-
2202	ACB90021.1	-	-	-	-	-
2203	ACB89605.1	-	-	-	-	-
2204	ACB91046.1	-	-	-	-	-
2205	ACB89658.1	-	-	-	-	-
2206	ACB91021.1	-	-	-	-	-
2207	ACB90119.1	-	-	-	-	-
2208	ACB89562.1	-	-	-	-	-
2209	ACB89409.1	-	-	-	-	-
2210	ACB90263.1	-	-	-	-	-
2211	ACB90533.1	-	-	-	-	-
2212	ACB89397.1	-	-	-	-	-
2213	ACB90593.1	-	-	-	-	-
2214	ACB90537.1	-	-	-	-	-
2215	ACB90384.1	-	-	-	-	-
2216	ACB89290.1	-	-	-	-	-
2217	ACB89392.1	-	-	-	-	-
2218	ACB90470.1	-	-	-	-	-
2219	ACB90509.1	-	-	-	-	-
2220	ACB90521.1	-	-	-	-	-
2221	ACB90377.1	-	-	-	-	-
2222	ACB90075.1	-	-	-	-	-
2223	ACB91093.1	-	-	-	-	-
2224	ACB90694.1	-	-	-	-	-
2225	ACB90526.1	-	-	-	-	-
2226	ACB89892.1	-	-	-	-	-
2227	ACB90511.1	-	-	-	-	-
2228	ACB89283.1	-	-	-	-	-
2229	ACB90471.1	-	-	-	-	-
2230	ACB90072.1	-	-	-	-	-
2231	ACB90469.1	-	-	-	-	-
2232	ACB90472.1	-	-	-	-	-
2233	ACB90025.1	-	-	-	-	-
2234	ACB89268.1	-	-	-	-	-
2235	ACB90849.1	-	-	-	-	-
2236	ACB90507.1	-	-	-	-	-
2237	ACB90120.1	-	-	-	-	-
2238	ACB89396.1	-	-	-	-	-
2239	ACB90024.1	-	-	-	-	-
2240	ACB90534.1	-	-	-	-	-
2241	ACB90508.1	-	-	-	-	-
2242	ACB90847.1	-	-	-	-	-
2243	ACB90267.1	-	-	-	-	-
2244	ACB90522.1	-	-	-	-	-
2245	ACB90404.1	-	-	-	-	-
2246	ACB89792.1	-	-	-	-	-
2247	ACB90289.1	-	-	-	-	-
2248	ACB90706.1	-	-	-	-	-
2249	ACB91179.1	-	-	-	-	-
2250	ACB90728.1	-	-	-	-	-
2251	ACB90587.1	-	-	-	-	-
2252	ACB90180.1	-	-	-	-	-
2253	ACB90175.1	-	-	-	-	-
2254	ACB90536.1	-	-	-	-	-
2255	ACB89612.1	-	-	-	-	-
2256	ACB90071.1	-	-	-	-	-
2257	ACB90539.1	-	-	-	-	-
2258	ACB89378.1	-	-	-	-	-
2259	ACB90532.1	-	-	-	-	-
2260	ACB90541.1	-	-	-	-	-
2261	ACB89391.1	-	-	-	-	-
2262	ACB91071.1	-	-	-	-	-
2263	ACB90477.1	-	-	-	-	-
2264	ACB90531.1	-	-	-	-	-
2265	ACB89780.1	-	-	-	-	-
2266	ACB90540.1	-	-	-	-	-
2267	ACB89611.1	-	-	-	-	-
2268	ACB90535.1	-	-	-	-	-
2269	ACB90946.1	-	-	-	-	-
2270	ACB89727.1	-	-	-	-	-
2271	ACB89686.1	-	-	-	-	-
2272	ACB89950.1	-	-	-	-	-
2273	ACB90576.1	-	-	-	-	-
2274	ACB90375.1	-	-	-	-	-
2275	ACB89961.1	-	-	-	-	-
2276	ACB90681.1	-	-	-	-	-
2277	ACB90527.1	-	-	-	-	-
2278	ACB90176.1	-	-	-	-	-
2279	ACB90542.1	-	-	-	-	-
2280	ACB90239.1	-	-	-	-	-
2281	ACB89604.1	-	-	-	-	-
2282	ACB90480.1	-	-	-	-	-
2283	ACB89607.1	-	-	-	-	-
2284	ACB91180.1	-	-	-	-	-
2285	ACB89609.1	-	-	-	-	-
2286	ACB90473.1	-	-	-	-	-
2287	ACB90841.1	-	-	-	-	-
2288	ACB90595.1	-	-	-	-	-
2289	-	ACF56682.1	-	-	-	-
2290	-	ACF55901.1	-	-	-	-
2291	-	ACF56805.1	-	-	-	-
2292	-	ACF55567.1	-	-	-	-
2293	-	ACF54908.1	-	-	-	-
2294	-	ACF55269.1	-	-	-	-
2295	-	ACF56651.1	-	-	-	-
2296	-	ACF56098.1	-	-	-	-
2297	-	ACF55694.1	-	-	-	-
2298	-	ACF56689.1	-	-	-	-
2299	-	ACF55742.1	-	-	-	-
2300	-	ACF55790.1	-	-	-	-
2301	-	ACF55771.1	-	-	-	-
2302	-	ACF56364.1	-	-	-	-
2303	-	ACF55628.1	-	-	-	-
2304	-	ACF55947.1	-	-	-	-
2305	-	ACF56382.1	-	-	-	-
2306	-	ACF56285.1	-	-	-	-
2307	-	ACF56242.1	-	-	-	-
2308	-	ACF55099.1	-	-	-	-
2309	-	ACF56687.1	-	-	-	-
2310	-	ACF55890.1	-	-	-	-
2311	-	ACF56311.1	-	-	-	-
2312	-	ACF55929.1	-	-	-	-
2313	-	ACF55035.1	-	-	-	-
2314	-	ACF55036.1	-	-	-	-
2315	-	ACF56695.1	-	-	-	-
2316	-	ACF56745.1	-	-	-	-
2317	-	ACF55643.1	-	-	-	-
2318	-	ACF55869.1	-	-	-	-
2319	-	ACF55478.1	-	-	-	-
2320	-	ACF55789.1	-	-	-	-
2321	-	ACF55915.1	-	-	-	-
2322	-	ACF55287.1	-	-	-	-
2323	-	ACF55141.1	-	-	-	-
2324	-	ACF55737.1	-	-	-	-
2325	-	ACF56764.1	-	-	-	-
2326	-	ACF55424.1	-	-	-	-
2327	-	ACF55482.1	-	-	-	-
2328	-	ACF56763.1	-	-	-	-
2329	-	ACF55259.1	-	-	-	-
2330	-	ACF55477.1	-	-	-	-
2331	-	ACF54937.1	-	-	-	-
2332	-	ACF55048.1	-	-	-	-
2333	-	ACF55074.1	-	-	-	-
2334	-	ACF55739.1	-	-	-	-
2335	-	ACF56815.1	-	-	-	-
2336	-	ACF55460.1	-	-	-	-
2337	-	ACF56824.1	-	-	-	-
2338	-	ACF55150.1	-	-	-	-
2339	-	ACF56757.1	-	-	-	-
2340	-	ACF55304.1	-	-	-	-
2341	-	ACF54828.1	-	-	-	-
2342	-	ACF55999.1	-	-	-	-
2343	-	ACF55798.1	-	-	-	-
2344	-	ACF55357.1	-	-	-	-
2345	-	ACF55340.1	-	-	-	-
2346	-	ACF55134.1	-	-	-	-
2347	-	ACF55200.1	-	-	-	-
2348	-	ACF54765.1	-	-	-	-
2349	-	ACF56219.1	-	-	-	-
2350	-	ACF54962.1	-	-	-	-
2351	-	ACF56606.1	-	-	-	-
2352	-	ACF55970.1	-	-	-	-
2353	-	ACF55774.1	-	-	-	-
2354	-	ACF56799.1	-	-	-	-
2355	-	ACF56537.1	-	-	-	-
2356	-	ACF55865.1	-	-	-	-
2357	-	ACF56425.1	-	-	-	-
2358	-	ACF55680.1	-	-	-	-
2359	-	ACF56807.1	-	-	-	-
2360	-	ACF56366.1	-	-	-	-
2361	-	ACF54838.1	-	-	-	-
2362	-	ACF55257.1	-	-	-	-
2363	-	ACF54880.1	-	-	-	-
2364	-	ACF56427.1	-	-	-	-
2365	-	ACF56511.1	-	-	-	-
2366	-	ACF56351.1	-	-	-	-
2367	-	ACF55772.1	-	-	-	-
2368	-	ACF55094.1	-	-	-	-
2369	-	ACF56480.1	-	-	-	-
2370	-	ACF55386.1	-	-	-	-
2371	-	ACF55906.1	-	-	-	-
2372	-	ACF55369.1	-	-	-	-
2373	-	ACF56238.1	-	-	-	-
2374	-	ACF55809.1	-	-	-	-
2375	-	ACF56563.1	-	-	-	-
2376	-	ACF56350.1	-	-	-	-
2377	-	ACF56840.1	-	-	-	-
2378	-	ACF54943.1	-	-	-	-
2379	-	ACF56226.1	-	-	-	-
2380	-	ACF55274.1	-	-	-	-
2381	-	ACF54766.1	-	-	-	-
2382	-	ACF56446.1	-	-	-	-
2383	-	-	AAK99271.1	-	-	-
2384	-	-	AAK99905.1	-	-	-
2385	-	-	AAK99275.1	-	-	-
2386	-	-	AAK99103.1	-	-	-
2387	-	-	AAK99770.1	-	-	-
2388	-	-	AAK99762.1	-	-	-
2389	-	-	AAK99119.1	-	-	-
2390	-	-	AAL00353.1	-	-	-
2391	-	-	AAL00791.1	-	-	-
2392	-	-	AAL00305.1	-	-	-
2393	-	-	AAL00573.1	-	-	-
2394	-	-	AAK99123.1	-	-	-
2395	-	-	AAL00354.1	-	-	-
2396	-	-	AAL00293.1	-	-	-
2397	-	-	AAK99862.1	-	-	-
2398	-	-	AAK99771.1	-	-	-
2399	-	-	AAL00575.1	-	-	-
2400	-	-	AAK98873.1	-	-	-
2401	-	-	AAL00224.1	-	-	-
2402	-	-	AAK99305.1	-	-	-
2403	-	-	AAK99591.1	-	-	-
2404	-	-	AAK99769.1	-	-	-
2405	-	-	AAK99647.1	-	-	-
2406	-	-	AAK99765.1	-	-	-
2407	-	-	AAK99774.1	-	-	-
2408	-	-	AAK99761.1	-	-	-
2409	-	-	AAL00569.1	-	-	-
2410	-	-	AAK98997.1	-	-	-
2411	-	-	AAL00008.1	-	-	-
2412	-	-	AAK98911.1	-	-	-
2413	-	-	AAK99772.1	-	-	-
2414	-	-	AAL00445.1	-	-	-
2415	-	-	AAK99410.1	-	-	-
2416	-	-	AAL00546.1	-	-	-
2417	-	-	AAK99280.1	-	-	-
2418	-	-	AAK99678.1	-	-	-
2419	-	-	AAL00017.1	-	-	-
2420	-	-	AAL00456.1	-	-	-
2421	-	-	AAL00007.1	-	-	-
2422	-	-	AAK99462.1	-	-	-
2423	-	-	AAK99507.1	-	-	-
2424	-	-	AAK98910.1	-	-	-
2425	-	-	AAL00570.1	-	-	-
2426	-	-	AAL00182.1	-	-	-
2427	-	-	AAK99154.1	-	-	-
2428	-	-	AAK99306.1	-	-	-
2429	-	-	AAK99061.1	-	-	-
2430	-	-	AAL00571.1	-	-	-
2431	-	-	AAK99741.1	-	-	-
2432	-	-	AAK99768.1	-	-	-
2433	-	-	AAK99946.1	-	-	-
2434	-	-	AAL00674.1	-	-	-
2435	-	-	AAK99304.1	-	-	-
2436	-	-	AAK99820.1	-	-	-
2437	-	-	AAL00673.1	-	-	-
2438	-	-	AAL00205.1	-	-	-
2439	-	-	AAK98957.1	-	-	-
2440	-	-	AAK99299.1	-	-	-
2441	-	-	AAK99121.1	-	-	-
2442	-	-	AAL00062.1	-	-	-
2443	-	-	AAL00758.1	-	-	-
2444	-	-	AAK99766.1	-	-	-
2445	-	-	AAK99110.1	-	-	-
2446	-	-	AAL00288.1	-	-	-
2447	-	-	AAL00801.1	-	-	-
2448	-	-	AAK99295.1	-	-	-
2449	-	-	AAL00004.1	-	-	-
2450	-	-	AAL00572.1	-	-	-
2451	-	-	AAK99724.1	-	-	-
2452	-	-	AAL00574.1	-	-	-
2453	-	-	AAL00441.1	-	-	-
2454	-	-	AAK99773.1	-	-	-
2455	-	-	AAK99610.1	-	-	-
2456	-	-	AAL00307.1	-	-	-
2457	-	-	AAK99120.1	-	-	-
2458	-	-	AAK99485.1	-	-	-
2459	-	-	AAK99413.1	-	-	-
2460	-	-	AAL00308.1	-	-	-
2461	-	-	AAL00290.1	-	-	-
2462	-	-	AAK99158.1	-	-	-
2463	-	-	AAK98912.1	-	-	-
2464	-	-	AAL00282.1	-	-	-
2465	-	-	AAL00009.1	-	-	-
2466	-	-	AAK99904.1	-	-	-
2467	-	-	AAL00568.1	-	-	-
2468	-	-	AAK99489.1	-	-	-
2469	-	-	AAL00538.1	-	-	-
2470	-	-	AAL00292.1	-	-	-
2471	-	-	AAK99767.1	-	-	-
2472	-	-	-	ACA37119.1	-	-
2473	-	-	-	ACA35502.1	-	-
2474	-	-	-	ACA37274.1	-	-
2475	-	-	-	ACA36401.1	-	-
2476	-	-	-	ACA36015.1	-	-
2477	-	-	-	ACA36098.1	-	-
2478	-	-	-	ACA36621.1	-	-
2479	-	-	-	ACA37125.1	-	-
2480	-	-	-	ACA37017.1	-	-
2481	-	-	-	ACA35693.1	-	-
2482	-	-	-	ACA35841.1	-	-
2483	-	-	-	ACA37340.1	-	-
2484	-	-	-	ACA35866.1	-	-
2485	-	-	-	ACA35717.1	-	-
2486	-	-	-	ACA37077.1	-	-
2487	-	-	-	ACA36477.1	-	-
2488	-	-	-	ACA37235.1	-	-
2489	-	-	-	ACA37127.1	-	-
2490	-	-	-	ACA37147.1	-	-
2491	-	-	-	ACA36544.1	-	-
2492	-	-	-	ACA37414.1	-	-
2493	-	-	-	ACA35916.1	-	-
2494	-	-	-	ACA35946.1	-	-
2495	-	-	-	ACA37244.1	-	-
2496	-	-	-	ACA37301.1	-	-
2497	-	-	-	ACA36283.1	-	-
2498	-	-	-	ACA35921.1	-	-
2499	-	-	-	ACA36885.1	-	-
2500	-	-	-	ACA37487.1	-	-
